SourceField,ResponseField,TargetField,DataType
ad_group_ad.action_items,action_items,action_items[],STRING
ad_group_ad.ad.added_by_google_ads,ad,ad.added_by_google_ads,BOOL
ad_group_ad.ad.display_url,ad,ad.display_url,STRING
ad_group_ad.ad.final_app_urls,ad,ad.final_app_urls[].os_type,STRING
ad_group_ad.ad.final_app_urls,ad,ad.final_app_urls[].url,STRING
ad_group_ad.ad.final_mobile_urls,ad,ad.final_mobile_urls[],STRING
ad_group_ad.ad.final_url_suffix,ad,ad.final_url_suffix,STRING
ad_group_ad.ad.final_urls,ad,ad.final_urls[],STRING
ad_group_ad.ad.id,ad,ad.id,INT64
ad_group_ad.ad.name,ad,ad.name,STRING
ad_group_ad.ad.resource_name,ad,ad.resource_name,STRING
ad_group_ad.ad.system_managed_resource_source,ad,ad.system_managed_resource_source,STRING
ad_group_ad.ad.tracking_url_template,ad,ad.tracking_url_template,STRING
ad_group_ad.ad.type,ad,ad.type_,STRING
ad_group_ad.ad.url_collections,ad,ad.url_collections[].final_urls[],STRING
ad_group_ad.ad.url_collections,ad,ad.url_collections[].final_mobile_urls[],STRING
ad_group_ad.ad.url_collections,ad,ad.url_collections[].url_collection_id,STRING
ad_group_ad.ad.url_collections,ad,ad.url_collections[].tracking_url_template,STRING
ad_group_ad.ad.url_custom_parameters,ad,ad.url_custom_parameters[].key,STRING
ad_group_ad.ad.url_custom_parameters,ad,ad.url_custom_parameters[].value,STRING
ad_group_ad.ad.text_ad.headline,ad,ad.text_ad.headline,STRING
ad_group_ad.ad.text_ad.description1,ad,ad.text_ad.description1,STRING
ad_group_ad.ad.text_ad.description2,ad,ad.text_ad.description2,STRING
ad_group_ad.ad.expanded_text_ad.headline_part1,ad,ad.expanded_text_ad.headline_part1,STRING
ad_group_ad.ad.expanded_text_ad.headline_part2,ad,ad.expanded_text_ad.headline_part2,STRING
ad_group_ad.ad.expanded_text_ad.headline_part3,ad,ad.expanded_text_ad.headline_part3,STRING
ad_group_ad.ad.expanded_text_ad.description,ad,ad.expanded_text_ad.description,STRING
ad_group_ad.ad.expanded_text_ad.description2,ad,ad.expanded_text_ad.description2,STRING
ad_group_ad.ad.expanded_text_ad.path1,ad,ad.expanded_text_ad.path1,STRING
ad_group_ad.ad.expanded_text_ad.path2,ad,ad.expanded_text_ad.path2,STRING
ad_group_ad.ad.call_ad.country_code,ad,ad.call_ad.country_code,STRING
ad_group_ad.ad.call_ad.phone_number,ad,ad.call_ad.phone_number,STRING
ad_group_ad.ad.call_ad.business_name,ad,ad.call_ad.business_name,STRING
ad_group_ad.ad.call_ad.headline1,ad,ad.call_ad.headline1,STRING
ad_group_ad.ad.call_ad.headline2,ad,ad.call_ad.headline2,STRING
ad_group_ad.ad.call_ad.description1,ad,ad.call_ad.description1,STRING
ad_group_ad.ad.call_ad.description2,ad,ad.call_ad.description2,STRING
ad_group_ad.ad.call_ad.call_tracked,ad,ad.call_ad.call_tracked,BOOL
ad_group_ad.ad.call_ad.disable_call_conversion,ad,ad.call_ad.disable_call_conversion,BOOL
ad_group_ad.ad.call_ad.phone_number_verification_url,ad,ad.call_ad.phone_number_verification_url,STRING
ad_group_ad.ad.call_ad.conversion_action,ad,ad.call_ad.conversion_action,STRING
ad_group_ad.ad.call_ad.conversion_reporting_state,ad,ad.call_ad.conversion_reporting_state,STRING
ad_group_ad.ad.call_ad.path1,ad,ad.call_ad.path1,STRING
ad_group_ad.ad.call_ad.path2,ad,ad.call_ad.path2,STRING
ad_group_ad.ad.expanded_dynamic_search_ad.description,ad,ad.expanded_dynamic_search_ad.description,STRING
ad_group_ad.ad.expanded_dynamic_search_ad.description2,ad,ad.expanded_dynamic_search_ad.description2,STRING
ad_group_ad.ad.hotel_ad,ad,ad.hotel_ad,STRING
ad_group_ad.ad.shopping_smart_ad,ad,ad.shopping_smart_ad,STRING
ad_group_ad.ad.shopping_product_ad,ad,ad.shopping_product_ad,STRING
ad_group_ad.ad.image_ad.mime_type,ad,ad.image_ad.ad_id_to_copy_image_from,INT64
ad_group_ad.ad.image_ad.mime_type,ad,ad.image_ad.data,BYTES
ad_group_ad.ad.image_ad.mime_type,ad,ad.image_ad.media_file,STRING
ad_group_ad.ad.image_ad.mime_type,ad,ad.image_ad.mime_type,STRING
ad_group_ad.ad.image_ad.pixel_width,ad,ad.image_ad.pixel_width,INT64
ad_group_ad.ad.image_ad.pixel_height,ad,ad.image_ad.pixel_height,INT64
ad_group_ad.ad.image_ad.image_url,ad,ad.image_ad.image_url,STRING
ad_group_ad.ad.image_ad.preview_pixel_width,ad,ad.image_ad.preview_pixel_width,INT64
ad_group_ad.ad.image_ad.preview_pixel_height,ad,ad.image_ad.preview_pixel_height,INT64
ad_group_ad.ad.image_ad.preview_image_url,ad,ad.image_ad.preview_image_url,STRING
ad_group_ad.ad.image_ad.name,ad,ad.image_ad.name,STRING
ad_group_ad.ad.video_ad.video.asset,ad,ad.video_ad.in_stream.action_button_label,STRING
ad_group_ad.ad.video_ad.video.asset,ad,ad.video_ad.in_stream.action_headline,STRING
ad_group_ad.ad.video_ad.video.asset,ad,ad.video_ad.in_stream.companion_banner.asset,STRING
ad_group_ad.ad.video_ad.video.asset,ad,ad.video_ad.video.asset,STRING
ad_group_ad.ad.video_ad.bumper.companion_banner.asset,ad,ad.video_ad.bumper.companion_banner.asset,STRING
ad_group_ad.ad.video_ad.bumper.action_button_label,ad,ad.video_ad.bumper.action_button_label,STRING
ad_group_ad.ad.video_ad.bumper.action_headline,ad,ad.video_ad.bumper.action_headline,STRING
ad_group_ad.ad.video_ad.out_stream.headline,ad,ad.video_ad.out_stream.headline,STRING
ad_group_ad.ad.video_ad.out_stream.description,ad,ad.video_ad.out_stream.description,STRING
ad_group_ad.ad.video_ad.non_skippable.companion_banner.asset,ad,ad.video_ad.non_skippable.companion_banner.asset,STRING
ad_group_ad.ad.video_ad.non_skippable.action_button_label,ad,ad.video_ad.non_skippable.action_button_label,STRING
ad_group_ad.ad.video_ad.non_skippable.action_headline,ad,ad.video_ad.non_skippable.action_headline,STRING
ad_group_ad.ad.video_ad.in_feed.headline,ad,ad.video_ad.in_feed.headline,STRING
ad_group_ad.ad.video_ad.in_feed.description1,ad,ad.video_ad.in_feed.description1,STRING
ad_group_ad.ad.video_ad.in_feed.description2,ad,ad.video_ad.in_feed.description2,STRING
ad_group_ad.ad.video_ad.in_feed.thumbnail,ad,ad.video_ad.in_feed.thumbnail,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].pinned_field,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].asset_performance_label,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.review_status,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].policy_summary_info.approval_status,STRING
ad_group_ad.ad.video_responsive_ad.headlines,ad,ad.video_responsive_ad.headlines[].text,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].pinned_field,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].asset_performance_label,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.review_status,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].policy_summary_info.approval_status,STRING
ad_group_ad.ad.video_responsive_ad.long_headlines,ad,ad.video_responsive_ad.long_headlines[].text,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].pinned_field,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].asset_performance_label,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.review_status,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].policy_summary_info.approval_status,STRING
ad_group_ad.ad.video_responsive_ad.descriptions,ad,ad.video_responsive_ad.descriptions[].text,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].pinned_field,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].asset_performance_label,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.review_status,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].policy_summary_info.approval_status,STRING
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad,ad.video_responsive_ad.call_to_actions[].text,STRING
ad_group_ad.ad.video_responsive_ad.videos,ad,ad.video_responsive_ad.videos[].asset,STRING
ad_group_ad.ad.video_responsive_ad.companion_banners,ad,ad.video_responsive_ad.companion_banners[].asset,STRING
ad_group_ad.ad.video_responsive_ad.breadcrumb1,ad,ad.video_responsive_ad.breadcrumb1,STRING
ad_group_ad.ad.video_responsive_ad.breadcrumb2,ad,ad.video_responsive_ad.breadcrumb2,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].pinned_field,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].asset_performance_label,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.last_checked_date_time,DATETIME
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.dns_error_type,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.http_error_code,INT64
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.countries[].country_criterion,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].country_constraint_list.total_targeted_countries,INT64
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].reseller_constraint,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_missing_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.countries[].country_criterion,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].constraints[].certificate_domain_mismatch_in_country_list.total_targeted_countries,INT64
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.policy_topic_entries[].topic,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.review_status,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].policy_summary_info.approval_status,STRING
ad_group_ad.ad.responsive_search_ad.headlines,ad,ad.responsive_search_ad.headlines[].text,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].pinned_field,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].asset_performance_label,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].type_,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].website_list.websites[],STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].text_list.texts[],STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].language_code,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_text_list.destination_texts[],STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_mismatch.url_types[],STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.device,STRING
ad_group_ad.ad.responsive_search_ad.descriptions,ad,ad.responsive_search_ad.descriptions[].policy_summary_info.policy_topic_entries[].evidences[].destination_not_working.expanded_url,STRING
